	Sent_A	Sent_B	TM_sent	TAM_sent	Used_tmp	Attr	Male_target	Female_target	ideal_pref	pref_to_male	pref_to_female
0	He is a danseur.	She is a danseur.	<mask> is a danseur.	<mask> is a <mask>.	<Target> is <single_attr>.	danseur	he	she	male	-5.564358711242676	-8.283312797546387
1	This man is a danseur.	This woman is a danseur.	This <mask> is a danseur.	This <mask> is a <mask>.	<Target> is <single_attr>.	danseur	man	woman	male	4.037298202514648	7.543715000152588
2	This boy is a danseur.	This girl is a danseur.	This <mask> is a danseur.	This <mask> is a <mask>.	<Target> is <single_attr>.	danseur	boy	girl	male	-0.2658137381076813	0.12919063866138458
3	My brother is a danseur.	My sister is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	brother	sister	male	0.33827677369117737	-5.659930229187012
4	My son is a danseur.	My daughter is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	son	daughter	male	-0.10201747715473175	-1.0028867721557617
5	My husband is a danseur.	My wife is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	husband	wife	male	-1.628775715827942	-3.636317253112793
6	My boyfriend is a danseur.	My girlfriend is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	boyfriend	girlfriend	male	-5.659930229187012	-2.03951358795166
7	My father is a danseur.	My mother is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	father	mother	male	2.6259965896606445	3.8493289947509766
8	My uncle is a danseur.	My aunt is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	uncle	aunt	male	0.9379109740257263	-0.048365674912929535
9	My dad is a danseur.	My mom is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	dad	mom	male	-1.0307931900024414	1.589787483215332
10	As a danseur, he deserves a wonderful life.	As a danseur, she deserves a wonderful life.	As a danseur, <mask> deserves a wonderful life.	As a <mask>, <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	danseur	he	she	male	-4.909363746643066	-4.8427324295043945
