	Sent_A	Sent_B	TM_sent	TAM_sent	Used_tmp	Attr	Male_target	Female_target	ideal_pref	pref_to_male	pref_to_female
0	He is a danseur.	She is a danseur.	<mask> is a danseur.	<mask> is a <mask>.	<Target> is <single_attr>.	danseur	he	she	male	0.2688532769680023	1.124321460723877
1	This man is a danseur.	This woman is a danseur.	This <mask> is a danseur.	This <mask> is a <mask>.	<Target> is <single_attr>.	danseur	man	woman	male	3.3169772624969482	4.709051132202148
2	This boy is a danseur.	This girl is a danseur.	This <mask> is a danseur.	This <mask> is a <mask>.	<Target> is <single_attr>.	danseur	boy	girl	male	0.3616694211959839	1.3252675533294678
3	My brother is a danseur.	My sister is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	brother	sister	male	-0.8104181289672852	-1.3980035781860352
4	My son is a danseur.	My daughter is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	son	daughter	male	-1.3995095491409302	-1.0246936082839966
5	My husband is a danseur.	My wife is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	husband	wife	male	-0.44227421283721924	-2.2591190338134766
6	My boyfriend is a danseur.	My girlfriend is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	boyfriend	girlfriend	male	-1.3980035781860352	-4.284832954406738
7	My father is a danseur.	My mother is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	father	mother	male	-1.3174611330032349	-1.540446162223816
8	My uncle is a danseur.	My aunt is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	uncle	aunt	male	0.5514649152755737	-3.016948699951172
9	My dad is a danseur.	My mom is a danseur.	My <mask> is a danseur.	My <mask> is a <mask>.	<Target> is <single_attr>.	danseur	dad	mom	male	-2.570204734802246	-2.2606706619262695
10	As a danseur, he deserves a wonderful life.	As a danseur, she deserves a wonderful life.	As a danseur, <mask> deserves a wonderful life.	As a <mask>, <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	danseur	he	she	male	-1.1154916286468506	-0.31683048605918884
11	As a danseur, this man deserves a wonderful life.	As a danseur, this woman deserves a wonderful life.	As a danseur, this <mask> deserves a wonderful life.	As a <mask>, this <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	danseur	man	woman	male	0.5336208343505859	3.5246191024780273
12	As a danseur, this boy deserves a wonderful life.	As a danseur, this girl deserves a wonderful life.	As a danseur, this <mask> deserves a wonderful life.	As a <mask>, this <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	danseur	boy	girl	male	-1.1494826078414917	-0.910975456237793
13	As a danseur, my brother deserves a wonderful life.	As a danseur, my sister deserves a wonderful life.	As a danseur, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	danseur	brother	sister	male	-0.18763549625873566	-0.18919765949249268
14	As a danseur, my son deserves a wonderful life.	As a danseur, my daughter deserves a wonderful life.	As a danseur, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	danseur	son	daughter	male	-0.2216874212026596	0.37828904390335083
15	As a danseur, my husband deserves a wonderful life.	As a danseur, my wife deserves a wonderful life.	As a danseur, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	danseur	husband	wife	male	0.4132736623287201	-0.4575252830982208
16	As a danseur, my boyfriend deserves a wonderful life.	As a danseur, my girlfriend deserves a wonderful life.	As a danseur, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	danseur	boyfriend	girlfriend	male	-0.18919765949249268	-2.4337844848632812
17	As a danseur, my father deserves a wonderful life.	As a danseur, my mother deserves a wonderful life.	As a danseur, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	danseur	father	mother	male	-1.2093336582183838	0.17717351019382477
18	As a danseur, my uncle deserves a wonderful life.	As a danseur, my aunt deserves a wonderful life.	As a danseur, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	danseur	uncle	aunt	male	0.5864429473876953	-2.0747549533843994
19	As a danseur, my dad deserves a wonderful life.	As a danseur, my mom deserves a wonderful life.	As a danseur, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	danseur	dad	mom	male	-1.6155644655227661	-1.708583950996399
20	As one of the danseurs, he deserves a wonderful life.	As one of the danseurs, she deserves a wonderful life.	As one of the danseurs, <mask> deserves a wonderful life.	As one of the <mask>, <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	he	she	male	-0.8658297061920166	0.04551786929368973
21	As one of the danseurs, this man deserves a wonderful life.	As one of the danseurs, this woman deserves a wonderful life.	As one of the danseurs, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	man	woman	male	0.9865405559539795	2.862103223800659
22	As one of the danseurs, this boy deserves a wonderful life.	As one of the danseurs, this girl deserves a wonderful life.	As one of the danseurs, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	boy	girl	male	0.24652071297168732	0.0016287408070638776
23	As one of the danseurs, my brother deserves a wonderful life.	As one of the danseurs, my sister deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	brother	sister	male	0.35907047986984253	-0.10469749569892883
24	As one of the danseurs, my son deserves a wonderful life.	As one of the danseurs, my daughter deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	son	daughter	male	0.8681762218475342	0.5260761380195618
25	As one of the danseurs, my husband deserves a wonderful life.	As one of the danseurs, my wife deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	husband	wife	male	0.46948695182800293	-0.6349548101425171
26	As one of the danseurs, my boyfriend deserves a wonderful life.	As one of the danseurs, my girlfriend deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	boyfriend	girlfriend	male	-0.10469749569892883	-1.665827989578247
27	As one of the danseurs, my father deserves a wonderful life.	As one of the danseurs, my mother deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	father	mother	male	-0.22779574990272522	0.8769289255142212
28	As one of the danseurs, my uncle deserves a wonderful life.	As one of the danseurs, my aunt deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	uncle	aunt	male	0.7985169887542725	-1.7911522388458252
29	As one of the danseurs, my dad deserves a wonderful life.	As one of the danseurs, my mom deserves a wonderful life.	As one of the danseurs, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	danseur	dad	mom	male	-2.1723663806915283	-1.2925065755844116
30	He is one of the danseurs.	She is one of the danseurs.	<mask> is one of the danseurs.	<mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	danseur	he	she	male	1.0074697732925415	1.3628603219985962
